step,req_id,mode,selected_models,executed_models,predicted_label,ground_truth_folder,is_correct,confidence,response_time_s,e2e_ms,selected_est_latency_s,success,stop_reason,qps_est,alpha,alpha_mode
70,REQ-00023,mode_s,"['vit_b_16', 'resnet101', 'resnet34']","['vit_b_16', 'resnet101', 'resnet34']",bald_eagle,n01614925,1,1.0,88.49351501464844,88348.79299998283,4.5572748014521585,True,mode_s_executed,1.8,0.8288888888888889,adaptive
70,REQ-00065,sequential,"['vit_b_16', 'mobilenet_v3_small', 'resnet18']","['vit_b_16', 'mobilenet_v3_small']",barn_spider,n01773549,1,0.5262402242499495,16.896862983703613,16879.477124661207,2.855203647463202,True,deadline_stop_before_resnet18,1.4,0.8644444444444445,adaptive
71,REQ-00024,mode_s,"['vit_b_16', 'resnet101', 'resnet34']","['vit_b_16', 'resnet101', 'resnet34']",hammerhead,n01494475,1,0.7978828901878448,90.94329190254211,90868.73729201034,4.804693720894814,True,mode_s_executed,2.0,0.8111111111111111,adaptive
71,REQ-00062,sequential,"['vit_b_16', 'mobilenet_v3_small', 'resnet18']","['vit_b_16', 'mobilenet_v3_small']",goose,n01855672,1,1.0,19.2123761177063,19191.1254581064,2.4979478425826547,True,deadline_stop_before_resnet18,1.8,0.8288888888888889,adaptive
72,REQ-00025,mode_s,"['vit_b_16', 'resnet101', 'resnet34']","['vit_b_16', 'resnet101', 'resnet34']",black_and_gold_garden_spider,n01773157,1,1.0,91.75595331192017,91734.16841682047,5.052112640337471,True,mode_s_executed,2.2,0.7933333333333333,adaptive
72,REQ-00068,sequential,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']","['vit_b_16', 'resnet101', 'mobilenet_v3_small']",spiny_lobster,n01985128,0,1.0,17.944254159927368,17924.538417253643,3.4347429893069585,True,ran_all,1.4,0.8644444444444445,adaptive
73,REQ-00029,mode_s,"['vit_b_16', 'resnet34', 'resnet18']","['vit_b_16', 'resnet34', 'resnet18']",great_grey_owl,n01622779,1,1.0,93.53001594543457,93506.44591683522,5.544783562840559,True,mode_s_executed,2.4,0.7755555555555556,adaptive
73,REQ-00070,sequential,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']","['vit_b_16', 'resnet101', 'mobilenet_v3_small']",green_snake,n01729977,1,0.4341304014172451,15.52714204788208,15468.52745860815,3.0658300703061765,True,ran_all,0.8,0.9,adaptive
74,REQ-00028,mode_s,"['vit_b_16', 'resnet34', 'resnet18']","['vit_b_16', 'resnet34', 'resnet18']",great_grey_owl,n01622779,1,1.0,94.46107125282288,94420.7022502087,5.432383699841398,True,mode_s_executed,2.6,0.7577777777777778,adaptive
74,REQ-00073,sequential,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']","['vit_b_16', 'resnet101', 'mobilenet_v3_small']",kite,n01608432,1,1.0,13.409310817718506,13389.858916867524,2.7406686942485248,True,ran_all,1.2,0.8822222222222222,adaptive
75,REQ-00030,mode_s,"['vit_b_16', 'resnet34', 'resnet18']","['vit_b_16', 'resnet34', 'resnet18']",chiton,n01955084,1,1.0,97.64259576797485,97532.10362512618,5.65718342583972,True,mode_s_executed,2.6,0.7577777777777778,adaptive
76,REQ-00031,mode_s,"['vit_b_16', 'resnet34', 'resnet18']","['vit_b_16', 'resnet34', 'resnet18']",leatherback_turtle,n01665541,1,1.0,97.35066509246826,97323.32516601309,5.769583288838881,True,mode_s_executed,2.4,0.7755555555555556,adaptive
77,REQ-00026,mode_s,"['vit_b_16', 'resnet101', 'resnet34']","['vit_b_16', 'resnet101', 'resnet34']",chickadee,n01592084,1,1.0,100.8207221031189,100727.01349994168,5.299531559780128,True,mode_s_executed,2.2,0.7933333333333333,adaptive
78,REQ-00033,mode_s,"['vit_b_16', 'resnet34', 'resnet18']","['vit_b_16', 'resnet34', 'resnet18']",scorpion,n01770393,1,1.0,99.03085899353027,98984.95166609064,5.994383014837203,True,mode_s_executed,2.8,0.74,adaptive
79,REQ-00027,mode_s,"['vit_b_16', 'resnet101', 'resnet34']","['vit_b_16', 'resnet101', 'resnet34']",scorpion,n01770393,1,1.0,102.03367495536804,102014.10649996251,5.546950479222785,True,mode_s_executed,2.4,0.7755555555555556,adaptive
80,REQ-00032,mode_s,"['vit_b_16', 'resnet34', 'resnet18']","['vit_b_16', 'resnet34', 'resnet18']",goldfish,n01443537,1,1.0,99.50419998168945,99362.33016708866,5.881983151838042,True,mode_s_executed,2.6,0.7577777777777778,adaptive
